Student 1: {'ENG': 95, 'MATH': 49, 'CP': 74, 'SPORT': 90, 'SCI': 53}
Student 274: {'ENG': 56, 'MATH': 44, 'CP': 46, 'SPORT': 84, 'SCI': 76}
Student 275: {'ENG': 91, 'MATH': 97, 'CP': 92, 'SPORT': 81, 'SCI': 96}
Student 276: {'ENG': 73, 'MATH': 71, 'CP': 60, 'SPORT': 89, 'SCI': 99}
Student 277: {'ENG': 65, 'MATH': 64, 'CP': 82, 'SPORT': 86, 'SCI': 72}
Student 278: {'ENG': 81, 'MATH': 78, 'CP': 90, 'SPORT': 68, 'SCI': 99}
Student 279: {'ENG': 46, 'MATH': 87, 'CP': 75, 'SPORT': 62, 'SCI': 95}
Student 280: {'ENG': 94, 'MATH': 77, 'CP': 52, 'SPORT': 84, 'SCI': 50}
Student 281: {'ENG': 99, 'MATH': 56, 'CP': 77, 'SPORT': 78, 'SCI': 90}
Student 282: {'ENG': 77, 'MATH': 75, 'CP': 80, 'SPORT': 69, 'SCI': 79}
Student 283: {'ENG': 61, 'MATH': 53, 'CP': 49, 'SPORT': 70, 'SCI': 99}
Student 284: {'ENG': 87, 'MATH': 64, 'CP': 88, 'SPORT': 83, 'SCI': 66}
Student 285: {'ENG': 55, 'MATH': 55, 'CP': 85, 'SPORT': 53, 'SCI': 65}
Student 286: {'ENG': 53, 'MATH': 86, 'CP': 55, 'SPORT': 61, 'SCI': 52}
Student 287: {'ENG': 86, 'MATH': 81, 'CP': 98, 'SPORT': 75, 'SCI': 67}
Student 288: {'ENG': 98, 'MATH': 67, 'CP': 82, 'SPORT': 86, 'SCI': 48}
Student 289: {'ENG': 89, 'MATH': 64, 'CP': 93, 'SPORT': 44, 'SCI': 80}
Student 290: {'ENG': 53, 'MATH': 66, 'CP': 54, 'SPORT': 50, 'SCI': 91}
Student 291: {'ENG': 55, 'MATH': 80, 'CP': 72, 'SPORT': 85, 'SCI': 50}
Student 292: {'ENG': 82, 'MATH': 61, 'CP': 56, 'SPORT': 100, 'SCI': 74}
Student 293: {'ENG': 87, 'MATH': 67, 'CP': 59, 'SPORT': 85, 'SCI': 41}
Student 294: {'ENG': 57, 'MATH': 56, 'CP': 80, 'SPORT': 89, 'SCI': 52}
Student 295: {'ENG': 63, 'MATH': 87, 'CP': 64, 'SPORT': 41, 'SCI': 55}
Student 296: {'ENG': 81, 'MATH': 100, 'CP': 85, 'SPORT': 55, 'SCI': 54}
Student 297: {'ENG': 70, 'MATH': 72, 'CP': 75, 'SPORT': 62, 'SCI': 100}
Student 298: {'ENG': 95, 'MATH': 93, 'CP': 57, 'SPORT': 55, 'SCI': 81}
Student 299: {'ENG': 47, 'MATH': 89, 'CP': 81, 'SPORT': 85, 'SCI': 88}
Student 300: {'ENG': 75, 'MATH': 81, 'CP': 60, 'SPORT': 88, 'SCI': 57}
Student 301: {'ENG': 64, 'MATH': 90, 'CP': 53, 'SPORT': 91, 'SCI': 42}
Student 302: {'ENG': 53, 'MATH': 50, 'CP': 100, 'SPORT': 65, 'SCI': 67}
Student 303: {'ENG': 62, 'MATH': 44, 'CP': 93, 'SPORT': 45, 'SCI': 69}
Student 304: {'ENG': 48, 'MATH': 61, 'CP': 55, 'SPORT': 43, 'SCI': 94}
Student 305: {'ENG': 52, 'MATH': 49, 'CP': 51, 'SPORT': 96, 'SCI': 79}
Student 306: {'ENG': 81, 'MATH': 64, 'CP': 97, 'SPORT': 45, 'SCI': 100}
Student 307: {'ENG': 67, 'MATH': 50, 'CP': 67, 'SPORT': 48, 'SCI': 80}
Student 308: {'ENG': 89, 'MATH': 65, 'CP': 61, 'SPORT': 64, 'SCI': 55}
Student 309: {'ENG': 75, 'MATH': 81, 'CP': 40, 'SPORT': 82, 'SCI': 61}
Student 310: {'ENG': 97, 'MATH': 46, 'CP': 95, 'SPORT': 62, 'SCI': 79}
Student 311: {'ENG': 66, 'MATH': 40, 'CP': 61, 'SPORT': 68, 'SCI': 81}
Student 312: {'ENG': 52, 'MATH': 97, 'CP': 61, 'SPORT': 77, 'SCI': 40}
Student 313: {'ENG': 67, 'MATH': 44, 'CP': 52, 'SPORT': 79, 'SCI': 79}
Student 314: {'ENG': 81, 'MATH': 86, 'CP': 52, 'SPORT': 42, 'SCI': 61}
Student 315: {'ENG': 66, 'MATH': 89, 'CP': 77, 'SPORT': 69, 'SCI': 56}
Student 316: {'ENG': 41, 'MATH': 91, 'CP': 48, 'SPORT': 58, 'SCI': 46}
Student 317: {'ENG': 61, 'MATH': 73, 'CP': 82, 'SPORT': 91, 'SCI': 93}
Student 318: {'ENG': 82, 'MATH': 100, 'CP': 65, 'SPORT': 63, 'SCI': 74}
Student 319: {'ENG': 85, 'MATH': 71, 'CP': 73, 'SPORT': 77, 'SCI': 57}
Student 320: {'ENG': 64, 'MATH': 45, 'CP': 77, 'SPORT': 80, 'SCI': 50}
Student 321: {'ENG': 94, 'MATH': 45, 'CP': 51, 'SPORT': 54, 'SCI': 59}
Student 322: {'ENG': 42, 'MATH': 44, 'CP': 65, 'SPORT': 40, 'SCI': 43}
Student 323: {'ENG': 87, 'MATH': 52, 'CP': 82, 'SPORT': 64, 'SCI': 51}
Student 324: {'ENG': 99, 'MATH': 89, 'CP': 63, 'SPORT': 43, 'SCI': 43}
Student 325: {'ENG': 45, 'MATH': 40, 'CP': 75, 'SPORT': 46, 'SCI': 82}
Student 326: {'ENG': 80, 'MATH': 91, 'CP': 94, 'SPORT': 96, 'SCI': 88}
Student 327: {'ENG': 50, 'MATH': 40, 'CP': 78, 'SPORT': 57, 'SCI': 56}
Student 328: {'ENG': 51, 'MATH': 87, 'CP': 97, 'SPORT': 70, 'SCI': 46}
Student 329: {'ENG': 57, 'MATH': 84, 'CP': 63, 'SPORT': 95, 'SCI': 43}
Student 330: {'ENG': 59, 'MATH': 80, 'CP': 58, 'SPORT': 51, 'SCI': 71}
Student 331: {'ENG': 47, 'MATH': 77, 'CP': 72, 'SPORT': 75, 'SCI': 52}
Student 332: {'ENG': 91, 'MATH': 44, 'CP': 57, 'SPORT': 44, 'SCI': 98}
Student 333: {'ENG': 60, 'MATH': 69, 'CP': 91, 'SPORT': 50, 'SCI': 44}
Student 334: {'ENG': 61, 'MATH': 60, 'CP': 54, 'SPORT': 97, 'SCI': 41}
Student 335: {'ENG': 40, 'MATH': 68, 'CP': 76, 'SPORT': 50, 'SCI': 84}
Student 336: {'ENG': 77, 'MATH': 97, 'CP': 90, 'SPORT': 70, 'SCI': 53}
Student 337: {'ENG': 58, 'MATH': 78, 'CP': 72, 'SPORT': 93, 'SCI': 54}
Student 338: {'ENG': 87, 'MATH': 52, 'CP': 70, 'SPORT': 86, 'SCI': 86}
Student 339: {'ENG': 95, 'MATH': 84, 'CP': 86, 'SPORT': 71, 'SCI': 88}
Student 340: {'ENG': 53, 'MATH': 98, 'CP': 70, 'SPORT': 49, 'SCI': 44}
Student 341: {'ENG': 76, 'MATH': 93, 'CP': 48, 'SPORT': 87, 'SCI': 74}
Student 342: {'ENG': 92, 'MATH': 97, 'CP': 78, 'SPORT': 62, 'SCI': 94}
Student 343: {'ENG': 98, 'MATH': 56, 'CP': 61, 'SPORT': 93, 'SCI': 98}
Student 344: {'ENG': 87, 'MATH': 45, 'CP': 40, 'SPORT': 57, 'SCI': 63}
Student 345: {'ENG': 89, 'MATH': 98, 'CP': 96, 'SPORT': 73, 'SCI': 59}
Student 346: {'ENG': 65, 'MATH': 54, 'CP': 89, 'SPORT': 50, 'SCI': 60}
Student 347: {'ENG': 83, 'MATH': 69, 'CP': 60, 'SPORT': 83, 'SCI': 84}
Student 348: {'ENG': 71, 'MATH': 85, 'CP': 81, 'SPORT': 93, 'SCI': 49}
Student 349: {'ENG': 54, 'MATH': 97, 'CP': 75, 'SPORT': 71, 'SCI': 74}
Student 350: {'ENG': 81, 'MATH': 76, 'CP': 80, 'SPORT': 52, 'SCI': 64}
Student 351: {'ENG': 65, 'MATH': 44, 'CP': 79, 'SPORT': 46, 'SCI': 93}
Student 352: {'ENG': 93, 'MATH': 48, 'CP': 48, 'SPORT': 95, 'SCI': 91}
Student 353: {'ENG': 41, 'MATH': 46, 'CP': 69, 'SPORT': 70, 'SCI': 87}
Student 354: {'ENG': 62, 'MATH': 46, 'CP': 70, 'SPORT': 90, 'SCI': 77}
Student 355: {'ENG': 52, 'MATH': 68, 'CP': 78, 'SPORT': 84, 'SCI': 40}
Student 356: {'ENG': 59, 'MATH': 56, 'CP': 85, 'SPORT': 45, 'SCI': 67}
Student 357: {'ENG': 68, 'MATH': 78, 'CP': 73, 'SPORT': 89, 'SCI': 71}
Student 358: {'ENG': 94, 'MATH': 76, 'CP': 84, 'SPORT': 56, 'SCI': 99}
Student 359: {'ENG': 69, 'MATH': 45, 'CP': 61, 'SPORT': 57, 'SCI': 98}
Student 360: {'ENG': 68, 'MATH': 98, 'CP': 47, 'SPORT': 60, 'SCI': 83}
Student 361: {'ENG': 61, 'MATH': 40, 'CP': 41, 'SPORT': 92, 'SCI': 85}
Student 362: {'ENG': 65, 'MATH': 68, 'CP': 87, 'SPORT': 89, 'SCI': 40}
Student 363: {'ENG': 68, 'MATH': 79, 'CP': 83, 'SPORT': 42, 'SCI': 52}
Student 364: {'ENG': 53, 'MATH': 86, 'CP': 100, 'SPORT': 82, 'SCI': 88}
Student 365: {'ENG': 95, 'MATH': 98, 'CP': 51, 'SPORT': 74, 'SCI': 62}
Student 366: {'ENG': 45, 'MATH': 84, 'CP': 83, 'SPORT': 69, 'SCI': 68}
Student 367: {'ENG': 84, 'MATH': 85, 'CP': 100, 'SPORT': 98, 'SCI': 93}
Student 368: {'ENG': 62, 'MATH': 70, 'CP': 93, 'SPORT': 87, 'SCI': 72}
Student 369: {'ENG': 80, 'MATH': 58, 'CP': 71, 'SPORT': 99, 'SCI': 63}
Student 370: {'ENG': 68, 'MATH': 49, 'CP': 45, 'SPORT': 90, 'SCI': 41}
Student 371: {'ENG': 85, 'MATH': 99, 'CP': 91, 'SPORT': 56, 'SCI': 100}
Student 372: {'ENG': 57, 'MATH': 53, 'CP': 91, 'SPORT': 45, 'SCI': 49}
Student 373: {'ENG': 81, 'MATH': 43, 'CP': 88, 'SPORT': 58, 'SCI': 53}
Student 374: {'ENG': 95, 'MATH': 83, 'CP': 82, 'SPORT': 77, 'SCI': 99}
Student 375: {'ENG': 99, 'MATH': 40, 'CP': 55, 'SPORT': 73, 'SCI': 82}
Student 376: {'ENG': 62, 'MATH': 70, 'CP': 88, 'SPORT': 59, 'SCI': 74}
Student 377: {'ENG': 72, 'MATH': 80, 'CP': 67, 'SPORT': 54, 'SCI': 95}
Student 378: {'ENG': 85, 'MATH': 83, 'CP': 53, 'SPORT': 52, 'SCI': 69}
Student 379: {'ENG': 84, 'MATH': 98, 'CP': 88, 'SPORT': 52, 'SCI': 100}
Student 380: {'ENG': 82, 'MATH': 40, 'CP': 66, 'SPORT': 55, 'SCI': 60}
Student 381: {'ENG': 66, 'MATH': 79, 'CP': 48, 'SPORT': 88, 'SCI': 58}
Student 382: {'ENG': 45, 'MATH': 100, 'CP': 88, 'SPORT': 59, 'SCI': 74}
Student 383: {'ENG': 94, 'MATH': 92, 'CP': 91, 'SPORT': 100, 'SCI': 44}
Student 384: {'ENG': 93, 'MATH': 79, 'CP': 47, 'SPORT': 94, 'SCI': 93}
Student 385: {'ENG': 69, 'MATH': 57, 'CP': 90, 'SPORT': 96, 'SCI': 53}
Student 386: {'ENG': 98, 'MATH': 49, 'CP': 88, 'SPORT': 79, 'SCI': 47}
Student 387: {'ENG': 93, 'MATH': 71, 'CP': 55, 'SPORT': 61, 'SCI': 72}
Student 388: {'ENG': 70, 'MATH': 98, 'CP': 97, 'SPORT': 51, 'SCI': 59}
Student 389: {'ENG': 84, 'MATH': 67, 'CP': 89, 'SPORT': 97, 'SCI': 93}
Student 390: {'ENG': 49, 'MATH': 84, 'CP': 48, 'SPORT': 52, 'SCI': 86}
Student 391: {'ENG': 79, 'MATH': 48, 'CP': 44, 'SPORT': 80, 'SCI': 67}
Student 392: {'ENG': 90, 'MATH': 76, 'CP': 49, 'SPORT': 47, 'SCI': 67}
Student 393: {'ENG': 75, 'MATH': 71, 'CP': 76, 'SPORT': 64, 'SCI': 40}
Student 394: {'ENG': 48, 'MATH': 85, 'CP': 74, 'SPORT': 69, 'SCI': 45}
Student 395: {'ENG': 61, 'MATH': 64, 'CP': 79, 'SPORT': 49, 'SCI': 49}
Student 396: {'ENG': 79, 'MATH': 58, 'CP': 85, 'SPORT': 46, 'SCI': 90}
Student 397: {'ENG': 93, 'MATH': 95, 'CP': 46, 'SPORT': 46, 'SCI': 43}
Student 398: {'ENG': 57, 'MATH': 70, 'CP': 76, 'SPORT': 60, 'SCI': 68}
Student 399: {'ENG': 69, 'MATH': 98, 'CP': 46, 'SPORT': 84, 'SCI': 80}
Student 400: {'ENG': 58, 'MATH': 80, 'CP': 58, 'SPORT': 47, 'SCI': 70}
Student 401: {'ENG': 49, 'MATH': 52, 'CP': 100, 'SPORT': 43, 'SCI': 55}
Student 402: {'ENG': 91, 'MATH': 76, 'CP': 63, 'SPORT': 78, 'SCI': 94}
Student 403: {'ENG': 66, 'MATH': 100, 'CP': 68, 'SPORT': 45, 'SCI': 51}
Student 404: {'ENG': 76, 'MATH': 56, 'CP': 96, 'SPORT': 51, 'SCI': 70}
Student 405: {'ENG': 50, 'MATH': 68, 'CP': 86, 'SPORT': 49, 'SCI': 82}
Student 406: {'ENG': 99, 'MATH': 82, 'CP': 48, 'SPORT': 70, 'SCI': 80}
Student 407: {'ENG': 82, 'MATH': 91, 'CP': 46, 'SPORT': 70, 'SCI': 92}
Student 408: {'ENG': 66, 'MATH': 99, 'CP': 92, 'SPORT': 67, 'SCI': 67}
Student 409: {'ENG': 95, 'MATH': 85, 'CP': 79, 'SPORT': 88, 'SCI': 77}
Student 410: {'ENG': 46, 'MATH': 53, 'CP': 70, 'SPORT': 51, 'SCI': 51}
Student 411: {'ENG': 69, 'MATH': 63, 'CP': 93, 'SPORT': 45, 'SCI': 41}
Student 412: {'ENG': 98, 'MATH': 96, 'CP': 71, 'SPORT': 84, 'SCI': 52}
Student 413: {'ENG': 40, 'MATH': 52, 'CP': 49, 'SPORT': 57, 'SCI': 54}
Student 414: {'ENG': 100, 'MATH': 49, 'CP': 59, 'SPORT': 44, 'SCI': 53}
Student 415: {'ENG': 99, 'MATH': 42, 'CP': 97, 'SPORT': 73, 'SCI': 83}
Student 416: {'ENG': 92, 'MATH': 82, 'CP': 41, 'SPORT': 67, 'SCI': 48}
Student 417: {'ENG': 76, 'MATH': 43, 'CP': 54, 'SPORT': 59, 'SCI': 73}
Student 418: {'ENG': 93, 'MATH': 42, 'CP': 89, 'SPORT': 65, 'SCI': 54}
Student 419: {'ENG': 51, 'MATH': 62, 'CP': 81, 'SPORT': 81, 'SCI': 42}
Student 420: {'ENG': 60, 'MATH': 42, 'CP': 85, 'SPORT': 90, 'SCI': 87}
Student 421: {'ENG': 94, 'MATH': 72, 'CP': 42, 'SPORT': 71, 'SCI': 78}
Student 422: {'ENG': 55, 'MATH': 74, 'CP': 68, 'SPORT': 75, 'SCI': 99}
Student 423: {'ENG': 77, 'MATH': 46, 'CP': 54, 'SPORT': 40, 'SCI': 96}
Student 424: {'ENG': 91, 'MATH': 86, 'CP': 79, 'SPORT': 47, 'SCI': 72}
Student 425: {'ENG': 71, 'MATH': 56, 'CP': 53, 'SPORT': 67, 'SCI': 54}
Student 426: {'ENG': 87, 'MATH': 67, 'CP': 85, 'SPORT': 57, 'SCI': 70}
Student 427: {'ENG': 93, 'MATH': 54, 'CP': 74, 'SPORT': 65, 'SCI': 40}
Student 428: {'ENG': 53, 'MATH': 68, 'CP': 88, 'SPORT': 42, 'SCI': 58}
Student 429: {'ENG': 88, 'MATH': 45, 'CP': 99, 'SPORT': 57, 'SCI': 48}
Student 430: {'ENG': 48, 'MATH': 49, 'CP': 56, 'SPORT': 65, 'SCI': 67}
Student 431: {'ENG': 97, 'MATH': 97, 'CP': 56, 'SPORT': 59, 'SCI': 76}
Student 432: {'ENG': 67, 'MATH': 92, 'CP': 67, 'SPORT': 71, 'SCI': 64}
Student 433: {'ENG': 50, 'MATH': 43, 'CP': 68, 'SPORT': 57, 'SCI': 93}
Student 434: {'ENG': 96, 'MATH': 94, 'CP': 56, 'SPORT': 64, 'SCI': 58}
Student 435: {'ENG': 97, 'MATH': 71, 'CP': 70, 'SPORT': 63, 'SCI': 100}
Student 436: {'ENG': 91, 'MATH': 95, 'CP': 62, 'SPORT': 89, 'SCI': 87}
Student 437: {'ENG': 90, 'MATH': 47, 'CP': 93, 'SPORT': 90, 'SCI': 88}
Student 438: {'ENG': 85, 'MATH': 82, 'CP': 95, 'SPORT': 95, 'SCI': 58}
Student 439: {'ENG': 80, 'MATH': 52, 'CP': 82, 'SPORT': 82, 'SCI': 86}
Student 440: {'ENG': 61, 'MATH': 81, 'CP': 97, 'SPORT': 77, 'SCI': 87}
Student 441: {'ENG': 46, 'MATH': 49, 'CP': 91, 'SPORT': 83, 'SCI': 96}
Student 442: {'ENG': 44, 'MATH': 45, 'CP': 60, 'SPORT': 74, 'SCI': 77}
Student 443: {'ENG': 83, 'MATH': 65, 'CP': 71, 'SPORT': 66, 'SCI': 77}
Student 444: {'ENG': 93, 'MATH': 58, 'CP': 94, 'SPORT': 42, 'SCI': 63}
Student 445: {'ENG': 50, 'MATH': 49, 'CP': 80, 'SPORT': 59, 'SCI': 40}
Student 446: {'ENG': 98, 'MATH': 74, 'CP': 75, 'SPORT': 61, 'SCI': 65}
Student 447: {'ENG': 84, 'MATH': 93, 'CP': 58, 'SPORT': 88, 'SCI': 91}
Student 448: {'ENG': 94, 'MATH': 40, 'CP': 72, 'SPORT': 43, 'SCI': 94}
Student 449: {'ENG': 47, 'MATH': 94, 'CP': 100, 'SPORT': 93, 'SCI': 79}
Student 450: {'ENG': 81, 'MATH': 60, 'CP': 82, 'SPORT': 50, 'SCI': 65}
Student 451: {'ENG': 46, 'MATH': 79, 'CP': 98, 'SPORT': 40, 'SCI': 100}
Student 452: {'ENG': 53, 'MATH': 75, 'CP': 83, 'SPORT': 87, 'SCI': 54}
Student 453: {'ENG': 82, 'MATH': 85, 'CP': 64, 'SPORT': 64, 'SCI': 75}
Student 454: {'ENG': 88, 'MATH': 61, 'CP': 77, 'SPORT': 83, 'SCI': 57}
Student 455: {'ENG': 76, 'MATH': 45, 'CP': 65, 'SPORT': 57, 'SCI': 79}
Student 456: {'ENG': 83, 'MATH': 43, 'CP': 71, 'SPORT': 59, 'SCI': 81}
Student 457: {'ENG': 69, 'MATH': 72, 'CP': 73, 'SPORT': 97, 'SCI': 61}
Student 458: {'ENG': 74, 'MATH': 95, 'CP': 100, 'SPORT': 82, 'SCI': 68}
Student 459: {'ENG': 57, 'MATH': 90, 'CP': 41, 'SPORT': 65, 'SCI': 54}
Student 460: {'ENG': 83, 'MATH': 54, 'CP': 77, 'SPORT': 54, 'SCI': 52}
Student 461: {'ENG': 45, 'MATH': 55, 'CP': 47, 'SPORT': 97, 'SCI': 90}
Student 462: {'ENG': 60, 'MATH': 67, 'CP': 61, 'SPORT': 80, 'SCI': 97}
Student 463: {'ENG': 86, 'MATH': 41, 'CP': 51, 'SPORT': 96, 'SCI': 75}
Student 464: {'ENG': 54, 'MATH': 61, 'CP': 77, 'SPORT': 93, 'SCI': 74}
Student 465: {'ENG': 83, 'MATH': 55, 'CP': 90, 'SPORT': 76, 'SCI': 78}
Student 466: {'ENG': 58, 'MATH': 74, 'CP': 94, 'SPORT': 44, 'SCI': 89}
Student 467: {'ENG': 49, 'MATH': 71, 'CP': 91, 'SPORT': 62, 'SCI': 73}
Student 468: {'ENG': 50, 'MATH': 49, 'CP': 97, 'SPORT': 57, 'SCI': 79}
Student 469: {'ENG': 97, 'MATH': 52, 'CP': 58, 'SPORT': 61, 'SCI': 40}
Student 470: {'ENG': 51, 'MATH': 80, 'CP': 83, 'SPORT': 89, 'SCI': 55}
Student 471: {'ENG': 70, 'MATH': 68, 'CP': 64, 'SPORT': 81, 'SCI': 65}
Student 472: {'ENG': 83, 'MATH': 69, 'CP': 53, 'SPORT': 97, 'SCI': 90}
Student 473: {'ENG': 76, 'MATH': 87, 'CP': 59, 'SPORT': 55, 'SCI': 65}
Student 474: {'ENG': 84, 'MATH': 84, 'CP': 60, 'SPORT': 92, 'SCI': 80}
Student 475: {'ENG': 56, 'MATH': 76, 'CP': 83, 'SPORT': 69, 'SCI': 69}
Student 476: {'ENG': 70, 'MATH': 69, 'CP': 70, 'SPORT': 50, 'SCI': 91}
Student 477: {'ENG': 96, 'MATH': 50, 'CP': 72, 'SPORT': 94, 'SCI': 58}
Student 478: {'ENG': 83, 'MATH': 61, 'CP': 67, 'SPORT': 64, 'SCI': 61}
Student 479: {'ENG': 74, 'MATH': 93, 'CP': 93, 'SPORT': 56, 'SCI': 40}
Student 480: {'ENG': 77, 'MATH': 58, 'CP': 79, 'SPORT': 48, 'SCI': 49}
Student 481: {'ENG': 40, 'MATH': 78, 'CP': 69, 'SPORT': 60, 'SCI': 81}
Student 482: {'ENG': 75, 'MATH': 65, 'CP': 48, 'SPORT': 66, 'SCI': 66}
Student 483: {'ENG': 62, 'MATH': 87, 'CP': 87, 'SPORT': 44, 'SCI': 90}
Student 484: {'ENG': 60, 'MATH': 94, 'CP': 45, 'SPORT': 62, 'SCI': 64}
Student 485: {'ENG': 92, 'MATH': 86, 'CP': 64, 'SPORT': 96, 'SCI': 42}
Student 486: {'ENG': 97, 'MATH': 57, 'CP': 71, 'SPORT': 98, 'SCI': 87}
Student 487: {'ENG': 49, 'MATH': 97, 'CP': 41, 'SPORT': 96, 'SCI': 81}
Student 488: {'ENG': 91, 'MATH': 84, 'CP': 47, 'SPORT': 74, 'SCI': 59}
Student 489: {'ENG': 53, 'MATH': 100, 'CP': 68, 'SPORT': 55, 'SCI': 44}
Student 490: {'ENG': 95, 'MATH': 86, 'CP': 71, 'SPORT': 73, 'SCI': 50}
Student 491: {'ENG': 55, 'MATH': 81, 'CP': 99, 'SPORT': 68, 'SCI': 53}
Student 492: {'ENG': 88, 'MATH': 98, 'CP': 60, 'SPORT': 72, 'SCI': 70}
Student 493: {'ENG': 85, 'MATH': 99, 'CP': 68, 'SPORT': 54, 'SCI': 87}
Student 494: {'ENG': 71, 'MATH': 64, 'CP': 62, 'SPORT': 96, 'SCI': 77}
Student 495: {'ENG': 63, 'MATH': 43, 'CP': 78, 'SPORT': 79, 'SCI': 44}
Student 496: {'ENG': 77, 'MATH': 48, 'CP': 58, 'SPORT': 51, 'SCI': 85}
Student 497: {'ENG': 89, 'MATH': 79, 'CP': 69, 'SPORT': 79, 'SCI': 56}
Student 498: {'ENG': 77, 'MATH': 45, 'CP': 71, 'SPORT': 57, 'SCI': 48}
Student 499: {'ENG': 42, 'MATH': 71, 'CP': 99, 'SPORT': 76, 'SCI': 84}
Student 500: {'ENG': 43, 'MATH': 89, 'CP': 85, 'SPORT': 54, 'SCI': 71}
Student 501: {'ENG': 61, 'MATH': 67, 'CP': 40, 'SPORT': 57, 'SCI': 40}
Student 502: {'ENG': 43, 'MATH': 99, 'CP': 99, 'SPORT': 69, 'SCI': 66}
Student 503: {'ENG': 97, 'MATH': 62, 'CP': 74, 'SPORT': 88, 'SCI': 83}
Student 504: {'ENG': 46, 'MATH': 63, 'CP': 89, 'SPORT': 68, 'SCI': 79}
Student 505: {'ENG': 70, 'MATH': 72, 'CP': 57, 'SPORT': 83, 'SCI': 45}
Student 506: {'ENG': 81, 'MATH': 57, 'CP': 52, 'SPORT': 78, 'SCI': 41}
Student 507: {'ENG': 49, 'MATH': 87, 'CP': 55, 'SPORT': 76, 'SCI': 48}
Student 508: {'ENG': 70, 'MATH': 45, 'CP': 94, 'SPORT': 58, 'SCI': 75}
Student 509: {'ENG': 89, 'MATH': 41, 'CP': 99, 'SPORT': 76, 'SCI': 95}
Student 510: {'ENG': 57, 'MATH': 40, 'CP': 62, 'SPORT': 52, 'SCI': 55}
Student 511: {'ENG': 72, 'MATH': 88, 'CP': 71, 'SPORT': 44, 'SCI': 51}
Student 512: {'ENG': 73, 'MATH': 57, 'CP': 65, 'SPORT': 43, 'SCI': 52}
Student 513: {'ENG': 87, 'MATH': 100, 'CP': 77, 'SPORT': 93, 'SCI': 81}
Student 514: {'ENG': 83, 'MATH': 73, 'CP': 84, 'SPORT': 65, 'SCI': 77}
Student 515: {'ENG': 95, 'MATH': 75, 'CP': 95, 'SPORT': 65, 'SCI': 50}
Student 516: {'ENG': 50, 'MATH': 82, 'CP': 54, 'SPORT': 70, 'SCI': 88}
Student 517: {'ENG': 88, 'MATH': 72, 'CP': 59, 'SPORT': 55, 'SCI': 86}
Student 518: {'ENG': 92, 'MATH': 49, 'CP': 47, 'SPORT': 42, 'SCI': 92}
Student 519: {'ENG': 96, 'MATH': 47, 'CP': 44, 'SPORT': 59, 'SCI': 49}
Student 520: {'ENG': 77, 'MATH': 94, 'CP': 97, 'SPORT': 59, 'SCI': 78}
Student 521: {'ENG': 47, 'MATH': 70, 'CP': 78, 'SPORT': 71, 'SCI': 97}
Student 522: {'ENG': 80, 'MATH': 83, 'CP': 95, 'SPORT': 72, 'SCI': 70}
Student 523: {'ENG': 56, 'MATH': 44, 'CP': 42, 'SPORT': 52, 'SCI': 88}
Student 524: {'ENG': 71, 'MATH': 86, 'CP': 43, 'SPORT': 75, 'SCI': 67}
Student 525: {'ENG': 77, 'MATH': 81, 'CP': 74, 'SPORT': 65, 'SCI': 56}
Student 526: {'ENG': 74, 'MATH': 56, 'CP': 76, 'SPORT': 96, 'SCI': 79}
Student 527: {'ENG': 99, 'MATH': 45, 'CP': 50, 'SPORT': 85, 'SCI': 64}
Student 528: {'ENG': 67, 'MATH': 72, 'CP': 43, 'SPORT': 69, 'SCI': 85}
Student 529: {'ENG': 58, 'MATH': 93, 'CP': 87, 'SPORT': 56, 'SCI': 46}
Student 530: {'ENG': 43, 'MATH': 88, 'CP': 63, 'SPORT': 100, 'SCI': 72}
Student 531: {'ENG': 82, 'MATH': 66, 'CP': 92, 'SPORT': 80, 'SCI': 82}
Student 532: {'ENG': 95, 'MATH': 67, 'CP': 96, 'SPORT': 60, 'SCI': 90}
Student 533: {'ENG': 91, 'MATH': 83, 'CP': 48, 'SPORT': 63, 'SCI': 98}
Student 534: {'ENG': 52, 'MATH': 49, 'CP': 78, 'SPORT': 58, 'SCI': 61}
Student 535: {'ENG': 87, 'MATH': 76, 'CP': 60, 'SPORT': 63, 'SCI': 75}
Student 536: {'ENG': 64, 'MATH': 81, 'CP': 53, 'SPORT': 64, 'SCI': 61}
Student 537: {'ENG': 46, 'MATH': 71, 'CP': 81, 'SPORT': 42, 'SCI': 64}
Student 538: {'ENG': 49, 'MATH': 44, 'CP': 79, 'SPORT': 94, 'SCI': 63}
Student 539: {'ENG': 51, 'MATH': 79, 'CP': 49, 'SPORT': 95, 'SCI': 52}
Student 540: {'ENG': 60, 'MATH': 44, 'CP': 78, 'SPORT': 79, 'SCI': 79}
Student 541: {'ENG': 74, 'MATH': 100, 'CP': 41, 'SPORT': 43, 'SCI': 97}
Student 542: {'ENG': 95, 'MATH': 71, 'CP': 45, 'SPORT': 100, 'SCI': 43}
Student 543: {'ENG': 80, 'MATH': 93, 'CP': 87, 'SPORT': 68, 'SCI': 77}
Student 544: {'ENG': 63, 'MATH': 85, 'CP': 42, 'SPORT': 46, 'SCI': 74}
Student 545: {'ENG': 85, 'MATH': 41, 'CP': 45, 'SPORT': 86, 'SCI': 69}
Student 546: {'ENG': 42, 'MATH': 68, 'CP': 69, 'SPORT': 77, 'SCI': 70}
