Student 1: {'ENG': 85, 'MATH': 78, 'CP': 100, 'SPORT': 87, 'SCI': 100}
Student 274: {'ENG': 68, 'MATH': 99, 'CP': 87, 'SPORT': 79, 'SCI': 95}
Student 275: {'ENG': 67, 'MATH': 72, 'CP': 76, 'SPORT': 94, 'SCI': 92}
Student 276: {'ENG': 80, 'MATH': 78, 'CP': 41, 'SPORT': 54, 'SCI': 64}
Student 277: {'ENG': 56, 'MATH': 68, 'CP': 99, 'SPORT': 88, 'SCI': 48}
Student 278: {'ENG': 50, 'MATH': 61, 'CP': 90, 'SPORT': 66, 'SCI': 80}
Student 279: {'ENG': 71, 'MATH': 51, 'CP': 86, 'SPORT': 54, 'SCI': 100}
Student 280: {'ENG': 83, 'MATH': 97, 'CP': 76, 'SPORT': 66, 'SCI': 98}
Student 281: {'ENG': 78, 'MATH': 85, 'CP': 92, 'SPORT': 69, 'SCI': 92}
Student 282: {'ENG': 75, 'MATH': 48, 'CP': 42, 'SPORT': 50, 'SCI': 70}
Student 283: {'ENG': 51, 'MATH': 95, 'CP': 75, 'SPORT': 91, 'SCI': 64}
Student 284: {'ENG': 53, 'MATH': 43, 'CP': 93, 'SPORT': 43, 'SCI': 65}
Student 285: {'ENG': 55, 'MATH': 47, 'CP': 89, 'SPORT': 94, 'SCI': 58}
Student 286: {'ENG': 45, 'MATH': 82, 'CP': 61, 'SPORT': 47, 'SCI': 69}
Student 287: {'ENG': 84, 'MATH': 94, 'CP': 56, 'SPORT': 80, 'SCI': 72}
Student 288: {'ENG': 68, 'MATH': 93, 'CP': 74, 'SPORT': 54, 'SCI': 89}
Student 289: {'ENG': 58, 'MATH': 97, 'CP': 70, 'SPORT': 50, 'SCI': 78}
Student 290: {'ENG': 43, 'MATH': 44, 'CP': 61, 'SPORT': 41, 'SCI': 52}
Student 291: {'ENG': 84, 'MATH': 60, 'CP': 45, 'SPORT': 93, 'SCI': 69}
Student 292: {'ENG': 42, 'MATH': 88, 'CP': 72, 'SPORT': 65, 'SCI': 100}
Student 293: {'ENG': 68, 'MATH': 81, 'CP': 58, 'SPORT': 49, 'SCI': 72}
Student 294: {'ENG': 67, 'MATH': 55, 'CP': 74, 'SPORT': 78, 'SCI': 50}
Student 295: {'ENG': 81, 'MATH': 44, 'CP': 96, 'SPORT': 44, 'SCI': 85}
Student 296: {'ENG': 86, 'MATH': 80, 'CP': 72, 'SPORT': 64, 'SCI': 53}
Student 297: {'ENG': 43, 'MATH': 67, 'CP': 67, 'SPORT': 75, 'SCI': 73}
Student 298: {'ENG': 46, 'MATH': 59, 'CP': 53, 'SPORT': 100, 'SCI': 92}
Student 299: {'ENG': 48, 'MATH': 47, 'CP': 75, 'SPORT': 95, 'SCI': 96}
Student 300: {'ENG': 60, 'MATH': 53, 'CP': 96, 'SPORT': 91, 'SCI': 69}
Student 301: {'ENG': 95, 'MATH': 52, 'CP': 64, 'SPORT': 68, 'SCI': 40}
Student 302: {'ENG': 87, 'MATH': 76, 'CP': 40, 'SPORT': 89, 'SCI': 62}
Student 303: {'ENG': 45, 'MATH': 91, 'CP': 45, 'SPORT': 88, 'SCI': 87}
Student 304: {'ENG': 58, 'MATH': 46, 'CP': 100, 'SPORT': 48, 'SCI': 46}
Student 305: {'ENG': 52, 'MATH': 96, 'CP': 63, 'SPORT': 89, 'SCI': 55}
Student 306: {'ENG': 53, 'MATH': 83, 'CP': 60, 'SPORT': 91, 'SCI': 64}
Student 307: {'ENG': 93, 'MATH': 79, 'CP': 81, 'SPORT': 84, 'SCI': 59}
Student 308: {'ENG': 54, 'MATH': 97, 'CP': 52, 'SPORT': 95, 'SCI': 88}
Student 309: {'ENG': 64, 'MATH': 66, 'CP': 66, 'SPORT': 95, 'SCI': 97}
Student 310: {'ENG': 43, 'MATH': 65, 'CP': 51, 'SPORT': 50, 'SCI': 41}
Student 311: {'ENG': 50, 'MATH': 97, 'CP': 91, 'SPORT': 61, 'SCI': 70}
Student 312: {'ENG': 85, 'MATH': 42, 'CP': 79, 'SPORT': 41, 'SCI': 71}
Student 313: {'ENG': 75, 'MATH': 78, 'CP': 43, 'SPORT': 62, 'SCI': 99}
Student 314: {'ENG': 48, 'MATH': 73, 'CP': 68, 'SPORT': 64, 'SCI': 55}
Student 315: {'ENG': 98, 'MATH': 81, 'CP': 79, 'SPORT': 86, 'SCI': 86}
Student 316: {'ENG': 93, 'MATH': 51, 'CP': 73, 'SPORT': 77, 'SCI': 45}
Student 317: {'ENG': 96, 'MATH': 49, 'CP': 75, 'SPORT': 48, 'SCI': 100}
Student 318: {'ENG': 83, 'MATH': 44, 'CP': 80, 'SPORT': 43, 'SCI': 85}
Student 319: {'ENG': 54, 'MATH': 84, 'CP': 90, 'SPORT': 44, 'SCI': 84}
Student 320: {'ENG': 91, 'MATH': 56, 'CP': 56, 'SPORT': 65, 'SCI': 76}
Student 321: {'ENG': 71, 'MATH': 74, 'CP': 74, 'SPORT': 93, 'SCI': 64}
Student 322: {'ENG': 65, 'MATH': 90, 'CP': 90, 'SPORT': 88, 'SCI': 84}
Student 323: {'ENG': 88, 'MATH': 97, 'CP': 94, 'SPORT': 85, 'SCI': 58}
Student 324: {'ENG': 66, 'MATH': 85, 'CP': 52, 'SPORT': 74, 'SCI': 51}
Student 325: {'ENG': 52, 'MATH': 49, 'CP': 48, 'SPORT': 76, 'SCI': 79}
Student 326: {'ENG': 79, 'MATH': 85, 'CP': 95, 'SPORT': 76, 'SCI': 85}
Student 327: {'ENG': 47, 'MATH': 71, 'CP': 51, 'SPORT': 49, 'SCI': 65}
Student 328: {'ENG': 64, 'MATH': 41, 'CP': 72, 'SPORT': 58, 'SCI': 59}
Student 329: {'ENG': 68, 'MATH': 41, 'CP': 63, 'SPORT': 94, 'SCI': 84}
Student 330: {'ENG': 56, 'MATH': 58, 'CP': 48, 'SPORT': 67, 'SCI': 91}
Student 331: {'ENG': 75, 'MATH': 63, 'CP': 53, 'SPORT': 42, 'SCI': 53}
Student 332: {'ENG': 43, 'MATH': 71, 'CP': 82, 'SPORT': 77, 'SCI': 78}
Student 333: {'ENG': 80, 'MATH': 78, 'CP': 74, 'SPORT': 97, 'SCI': 78}
Student 334: {'ENG': 48, 'MATH': 41, 'CP': 73, 'SPORT': 44, 'SCI': 97}
Student 335: {'ENG': 49, 'MATH': 72, 'CP': 66, 'SPORT': 41, 'SCI': 82}
Student 336: {'ENG': 48, 'MATH': 51, 'CP': 70, 'SPORT': 53, 'SCI': 54}
Student 337: {'ENG': 61, 'MATH': 69, 'CP': 84, 'SPORT': 70, 'SCI': 57}
Student 338: {'ENG': 87, 'MATH': 78, 'CP': 100, 'SPORT': 48, 'SCI': 51}
Student 339: {'ENG': 82, 'MATH': 75, 'CP': 75, 'SPORT': 77, 'SCI': 97}
Student 340: {'ENG': 46, 'MATH': 48, 'CP': 77, 'SPORT': 57, 'SCI': 52}
Student 341: {'ENG': 44, 'MATH': 64, 'CP': 41, 'SPORT': 91, 'SCI': 47}
Student 342: {'ENG': 73, 'MATH': 66, 'CP': 84, 'SPORT': 74, 'SCI': 44}
Student 343: {'ENG': 46, 'MATH': 99, 'CP': 54, 'SPORT': 76, 'SCI': 55}
Student 344: {'ENG': 67, 'MATH': 69, 'CP': 74, 'SPORT': 77, 'SCI': 52}
Student 345: {'ENG': 46, 'MATH': 68, 'CP': 82, 'SPORT': 74, 'SCI': 98}
Student 346: {'ENG': 82, 'MATH': 96, 'CP': 60, 'SPORT': 51, 'SCI': 82}
Student 347: {'ENG': 60, 'MATH': 55, 'CP': 64, 'SPORT': 78, 'SCI': 86}
Student 348: {'ENG': 92, 'MATH': 62, 'CP': 80, 'SPORT': 96, 'SCI': 65}
Student 349: {'ENG': 54, 'MATH': 57, 'CP': 42, 'SPORT': 94, 'SCI': 69}
Student 350: {'ENG': 99, 'MATH': 71, 'CP': 76, 'SPORT': 48, 'SCI': 85}
Student 351: {'ENG': 44, 'MATH': 41, 'CP': 66, 'SPORT': 86, 'SCI': 49}
Student 352: {'ENG': 50, 'MATH': 85, 'CP': 65, 'SPORT': 62, 'SCI': 79}
Student 353: {'ENG': 80, 'MATH': 95, 'CP': 75, 'SPORT': 98, 'SCI': 56}
Student 354: {'ENG': 58, 'MATH': 79, 'CP': 68, 'SPORT': 48, 'SCI': 73}
Student 355: {'ENG': 62, 'MATH': 86, 'CP': 96, 'SPORT': 63, 'SCI': 42}
Student 356: {'ENG': 96, 'MATH': 85, 'CP': 78, 'SPORT': 58, 'SCI': 71}
Student 357: {'ENG': 61, 'MATH': 87, 'CP': 64, 'SPORT': 97, 'SCI': 54}
Student 358: {'ENG': 72, 'MATH': 83, 'CP': 45, 'SPORT': 57, 'SCI': 59}
Student 359: {'ENG': 78, 'MATH': 75, 'CP': 45, 'SPORT': 63, 'SCI': 62}
Student 360: {'ENG': 53, 'MATH': 62, 'CP': 73, 'SPORT': 62, 'SCI': 88}
Student 361: {'ENG': 73, 'MATH': 71, 'CP': 82, 'SPORT': 71, 'SCI': 56}
Student 362: {'ENG': 78, 'MATH': 70, 'CP': 90, 'SPORT': 80, 'SCI': 97}
Student 363: {'ENG': 41, 'MATH': 89, 'CP': 77, 'SPORT': 49, 'SCI': 78}
Student 364: {'ENG': 54, 'MATH': 91, 'CP': 64, 'SPORT': 83, 'SCI': 97}
Student 365: {'ENG': 83, 'MATH': 45, 'CP': 92, 'SPORT': 94, 'SCI': 68}
Student 366: {'ENG': 66, 'MATH': 41, 'CP': 53, 'SPORT': 98, 'SCI': 54}
Student 367: {'ENG': 72, 'MATH': 80, 'CP': 99, 'SPORT': 48, 'SCI': 84}
Student 368: {'ENG': 95, 'MATH': 77, 'CP': 75, 'SPORT': 65, 'SCI': 68}
Student 369: {'ENG': 44, 'MATH': 65, 'CP': 69, 'SPORT': 44, 'SCI': 51}
Student 370: {'ENG': 88, 'MATH': 51, 'CP': 77, 'SPORT': 55, 'SCI': 67}
Student 371: {'ENG': 98, 'MATH': 92, 'CP': 62, 'SPORT': 97, 'SCI': 64}
Student 372: {'ENG': 79, 'MATH': 89, 'CP': 92, 'SPORT': 44, 'SCI': 51}
Student 373: {'ENG': 100, 'MATH': 76, 'CP': 54, 'SPORT': 60, 'SCI': 76}
Student 374: {'ENG': 40, 'MATH': 81, 'CP': 59, 'SPORT': 81, 'SCI': 53}
Student 375: {'ENG': 55, 'MATH': 58, 'CP': 78, 'SPORT': 41, 'SCI': 56}
Student 376: {'ENG': 75, 'MATH': 92, 'CP': 99, 'SPORT': 53, 'SCI': 95}
Student 377: {'ENG': 72, 'MATH': 80, 'CP': 87, 'SPORT': 61, 'SCI': 80}
Student 378: {'ENG': 96, 'MATH': 89, 'CP': 85, 'SPORT': 59, 'SCI': 86}
Student 379: {'ENG': 65, 'MATH': 57, 'CP': 99, 'SPORT': 57, 'SCI': 79}
Student 380: {'ENG': 91, 'MATH': 69, 'CP': 99, 'SPORT': 96, 'SCI': 97}
Student 381: {'ENG': 80, 'MATH': 71, 'CP': 89, 'SPORT': 60, 'SCI': 80}
Student 382: {'ENG': 69, 'MATH': 96, 'CP': 61, 'SPORT': 88, 'SCI': 92}
Student 383: {'ENG': 57, 'MATH': 88, 'CP': 48, 'SPORT': 52, 'SCI': 53}
Student 384: {'ENG': 51, 'MATH': 81, 'CP': 90, 'SPORT': 46, 'SCI': 69}
Student 385: {'ENG': 87, 'MATH': 48, 'CP': 74, 'SPORT': 64, 'SCI': 41}
Student 386: {'ENG': 82, 'MATH': 69, 'CP': 74, 'SPORT': 81, 'SCI': 76}
Student 387: {'ENG': 64, 'MATH': 73, 'CP': 85, 'SPORT': 45, 'SCI': 48}
Student 388: {'ENG': 61, 'MATH': 66, 'CP': 69, 'SPORT': 56, 'SCI': 64}
Student 389: {'ENG': 88, 'MATH': 97, 'CP': 46, 'SPORT': 73, 'SCI': 86}
Student 390: {'ENG': 40, 'MATH': 58, 'CP': 81, 'SPORT': 87, 'SCI': 51}
Student 391: {'ENG': 91, 'MATH': 55, 'CP': 55, 'SPORT': 64, 'SCI': 81}
Student 392: {'ENG': 83, 'MATH': 49, 'CP': 57, 'SPORT': 49, 'SCI': 100}
Student 393: {'ENG': 50, 'MATH': 79, 'CP': 46, 'SPORT': 72, 'SCI': 85}
Student 394: {'ENG': 66, 'MATH': 76, 'CP': 66, 'SPORT': 51, 'SCI': 41}
Student 395: {'ENG': 67, 'MATH': 62, 'CP': 86, 'SPORT': 88, 'SCI': 59}
Student 396: {'ENG': 55, 'MATH': 86, 'CP': 98, 'SPORT': 71, 'SCI': 98}
Student 397: {'ENG': 80, 'MATH': 65, 'CP': 55, 'SPORT': 99, 'SCI': 51}
Student 398: {'ENG': 48, 'MATH': 58, 'CP': 64, 'SPORT': 89, 'SCI': 56}
Student 399: {'ENG': 55, 'MATH': 90, 'CP': 94, 'SPORT': 72, 'SCI': 73}
Student 400: {'ENG': 42, 'MATH': 93, 'CP': 88, 'SPORT': 54, 'SCI': 85}
Student 401: {'ENG': 78, 'MATH': 78, 'CP': 49, 'SPORT': 91, 'SCI': 68}
Student 402: {'ENG': 77, 'MATH': 54, 'CP': 68, 'SPORT': 42, 'SCI': 61}
Student 403: {'ENG': 82, 'MATH': 74, 'CP': 68, 'SPORT': 56, 'SCI': 85}
Student 404: {'ENG': 88, 'MATH': 91, 'CP': 77, 'SPORT': 66, 'SCI': 42}
Student 405: {'ENG': 96, 'MATH': 78, 'CP': 84, 'SPORT': 62, 'SCI': 57}
Student 406: {'ENG': 43, 'MATH': 41, 'CP': 95, 'SPORT': 88, 'SCI': 56}
Student 407: {'ENG': 53, 'MATH': 97, 'CP': 85, 'SPORT': 76, 'SCI': 78}
Student 408: {'ENG': 83, 'MATH': 54, 'CP': 94, 'SPORT': 57, 'SCI': 64}
Student 409: {'ENG': 69, 'MATH': 91, 'CP': 86, 'SPORT': 49, 'SCI': 48}
Student 410: {'ENG': 82, 'MATH': 94, 'CP': 48, 'SPORT': 60, 'SCI': 80}
Student 411: {'ENG': 82, 'MATH': 44, 'CP': 56, 'SPORT': 91, 'SCI': 41}
Student 412: {'ENG': 79, 'MATH': 60, 'CP': 40, 'SPORT': 85, 'SCI': 92}
Student 413: {'ENG': 84, 'MATH': 59, 'CP': 89, 'SPORT': 95, 'SCI': 62}
Student 414: {'ENG': 91, 'MATH': 45, 'CP': 85, 'SPORT': 75, 'SCI': 78}
Student 415: {'ENG': 98, 'MATH': 46, 'CP': 44, 'SPORT': 89, 'SCI': 87}
Student 416: {'ENG': 41, 'MATH': 97, 'CP': 70, 'SPORT': 98, 'SCI': 61}
Student 417: {'ENG': 49, 'MATH': 71, 'CP': 63, 'SPORT': 65, 'SCI': 42}
Student 418: {'ENG': 94, 'MATH': 72, 'CP': 51, 'SPORT': 48, 'SCI': 94}
Student 419: {'ENG': 58, 'MATH': 86, 'CP': 76, 'SPORT': 54, 'SCI': 99}
Student 420: {'ENG': 96, 'MATH': 62, 'CP': 66, 'SPORT': 76, 'SCI': 57}
Student 421: {'ENG': 84, 'MATH': 79, 'CP': 58, 'SPORT': 94, 'SCI': 99}
Student 422: {'ENG': 68, 'MATH': 98, 'CP': 83, 'SPORT': 75, 'SCI': 70}
Student 423: {'ENG': 57, 'MATH': 69, 'CP': 47, 'SPORT': 93, 'SCI': 70}
Student 424: {'ENG': 52, 'MATH': 90, 'CP': 61, 'SPORT': 100, 'SCI': 71}
Student 425: {'ENG': 40, 'MATH': 70, 'CP': 50, 'SPORT': 42, 'SCI': 85}
Student 426: {'ENG': 77, 'MATH': 89, 'CP': 45, 'SPORT': 65, 'SCI': 88}
Student 427: {'ENG': 51, 'MATH': 82, 'CP': 59, 'SPORT': 78, 'SCI': 77}
Student 428: {'ENG': 76, 'MATH': 44, 'CP': 82, 'SPORT': 64, 'SCI': 58}
Student 429: {'ENG': 59, 'MATH': 44, 'CP': 68, 'SPORT': 40, 'SCI': 99}
Student 430: {'ENG': 73, 'MATH': 54, 'CP': 57, 'SPORT': 41, 'SCI': 70}
Student 431: {'ENG': 100, 'MATH': 71, 'CP': 80, 'SPORT': 97, 'SCI': 97}
Student 432: {'ENG': 50, 'MATH': 71, 'CP': 45, 'SPORT': 46, 'SCI': 87}
Student 433: {'ENG': 100, 'MATH': 79, 'CP': 73, 'SPORT': 60, 'SCI': 60}
Student 434: {'ENG': 54, 'MATH': 63, 'CP': 70, 'SPORT': 94, 'SCI': 82}
Student 435: {'ENG': 71, 'MATH': 88, 'CP': 50, 'SPORT': 50, 'SCI': 74}
Student 436: {'ENG': 75, 'MATH': 84, 'CP': 61, 'SPORT': 52, 'SCI': 92}
Student 437: {'ENG': 78, 'MATH': 85, 'CP': 82, 'SPORT': 52, 'SCI': 59}
Student 438: {'ENG': 74, 'MATH': 60, 'CP': 72, 'SPORT': 53, 'SCI': 62}
Student 439: {'ENG': 50, 'MATH': 90, 'CP': 75, 'SPORT': 41, 'SCI': 72}
Student 440: {'ENG': 78, 'MATH': 71, 'CP': 46, 'SPORT': 96, 'SCI': 92}
Student 441: {'ENG': 69, 'MATH': 90, 'CP': 85, 'SPORT': 64, 'SCI': 52}
Student 442: {'ENG': 94, 'MATH': 94, 'CP': 51, 'SPORT': 79, 'SCI': 63}
Student 443: {'ENG': 48, 'MATH': 72, 'CP': 40, 'SPORT': 65, 'SCI': 57}
Student 444: {'ENG': 46, 'MATH': 87, 'CP': 92, 'SPORT': 56, 'SCI': 89}
Student 445: {'ENG': 90, 'MATH': 71, 'CP': 62, 'SPORT': 93, 'SCI': 69}
Student 446: {'ENG': 90, 'MATH': 93, 'CP': 47, 'SPORT': 80, 'SCI': 94}
Student 447: {'ENG': 86, 'MATH': 74, 'CP': 42, 'SPORT': 84, 'SCI': 58}
Student 448: {'ENG': 49, 'MATH': 88, 'CP': 68, 'SPORT': 89, 'SCI': 54}
Student 449: {'ENG': 57, 'MATH': 58, 'CP': 42, 'SPORT': 88, 'SCI': 98}
Student 450: {'ENG': 64, 'MATH': 69, 'CP': 85, 'SPORT': 73, 'SCI': 86}
Student 451: {'ENG': 64, 'MATH': 76, 'CP': 41, 'SPORT': 68, 'SCI': 58}
Student 452: {'ENG': 65, 'MATH': 72, 'CP': 96, 'SPORT': 65, 'SCI': 74}
Student 453: {'ENG': 90, 'MATH': 45, 'CP': 55, 'SPORT': 66, 'SCI': 80}
Student 454: {'ENG': 62, 'MATH': 52, 'CP': 96, 'SPORT': 77, 'SCI': 82}
Student 455: {'ENG': 59, 'MATH': 68, 'CP': 61, 'SPORT': 99, 'SCI': 67}
Student 456: {'ENG': 49, 'MATH': 88, 'CP': 50, 'SPORT': 50, 'SCI': 78}
Student 457: {'ENG': 41, 'MATH': 89, 'CP': 77, 'SPORT': 75, 'SCI': 72}
Student 458: {'ENG': 78, 'MATH': 92, 'CP': 84, 'SPORT': 84, 'SCI': 49}
Student 459: {'ENG': 49, 'MATH': 64, 'CP': 49, 'SPORT': 83, 'SCI': 57}
Student 460: {'ENG': 90, 'MATH': 75, 'CP': 88, 'SPORT': 89, 'SCI': 41}
Student 461: {'ENG': 50, 'MATH': 80, 'CP': 78, 'SPORT': 58, 'SCI': 95}
Student 462: {'ENG': 53, 'MATH': 57, 'CP': 62, 'SPORT': 47, 'SCI': 54}
Student 463: {'ENG': 89, 'MATH': 76, 'CP': 68, 'SPORT': 56, 'SCI': 57}
Student 464: {'ENG': 56, 'MATH': 56, 'CP': 86, 'SPORT': 66, 'SCI': 95}
Student 465: {'ENG': 72, 'MATH': 96, 'CP': 82, 'SPORT': 76, 'SCI': 55}
Student 466: {'ENG': 88, 'MATH': 93, 'CP': 54, 'SPORT': 98, 'SCI': 56}
Student 467: {'ENG': 97, 'MATH': 56, 'CP': 83, 'SPORT': 79, 'SCI': 55}
Student 468: {'ENG': 71, 'MATH': 87, 'CP': 90, 'SPORT': 91, 'SCI': 87}
Student 469: {'ENG': 54, 'MATH': 50, 'CP': 93, 'SPORT': 70, 'SCI': 100}
Student 470: {'ENG': 69, 'MATH': 51, 'CP': 93, 'SPORT': 92, 'SCI': 90}
Student 471: {'ENG': 48, 'MATH': 57, 'CP': 62, 'SPORT': 77, 'SCI': 73}
Student 472: {'ENG': 70, 'MATH': 67, 'CP': 93, 'SPORT': 74, 'SCI': 89}
Student 473: {'ENG': 67, 'MATH': 93, 'CP': 89, 'SPORT': 76, 'SCI': 44}
Student 474: {'ENG': 80, 'MATH': 72, 'CP': 61, 'SPORT': 63, 'SCI': 94}
Student 475: {'ENG': 84, 'MATH': 55, 'CP': 94, 'SPORT': 73, 'SCI': 60}
Student 476: {'ENG': 59, 'MATH': 46, 'CP': 88, 'SPORT': 71, 'SCI': 57}
Student 477: {'ENG': 69, 'MATH': 84, 'CP': 96, 'SPORT': 68, 'SCI': 56}
Student 478: {'ENG': 52, 'MATH': 66, 'CP': 77, 'SPORT': 56, 'SCI': 67}
Student 479: {'ENG': 91, 'MATH': 82, 'CP': 60, 'SPORT': 55, 'SCI': 75}
Student 480: {'ENG': 84, 'MATH': 69, 'CP': 99, 'SPORT': 85, 'SCI': 55}
Student 481: {'ENG': 62, 'MATH': 46, 'CP': 70, 'SPORT': 85, 'SCI': 76}
Student 482: {'ENG': 40, 'MATH': 54, 'CP': 56, 'SPORT': 61, 'SCI': 46}
Student 483: {'ENG': 93, 'MATH': 77, 'CP': 66, 'SPORT': 82, 'SCI': 48}
Student 484: {'ENG': 42, 'MATH': 45, 'CP': 90, 'SPORT': 97, 'SCI': 99}
Student 485: {'ENG': 91, 'MATH': 80, 'CP': 47, 'SPORT': 72, 'SCI': 84}
Student 486: {'ENG': 46, 'MATH': 70, 'CP': 40, 'SPORT': 72, 'SCI': 44}
Student 487: {'ENG': 61, 'MATH': 91, 'CP': 51, 'SPORT': 76, 'SCI': 44}
Student 488: {'ENG': 44, 'MATH': 50, 'CP': 74, 'SPORT': 52, 'SCI': 80}
Student 489: {'ENG': 82, 'MATH': 94, 'CP': 57, 'SPORT': 87, 'SCI': 54}
Student 490: {'ENG': 54, 'MATH': 96, 'CP': 48, 'SPORT': 79, 'SCI': 84}
Student 491: {'ENG': 78, 'MATH': 70, 'CP': 72, 'SPORT': 41, 'SCI': 53}
Student 492: {'ENG': 48, 'MATH': 72, 'CP': 54, 'SPORT': 92, 'SCI': 63}
Student 493: {'ENG': 84, 'MATH': 100, 'CP': 58, 'SPORT': 82, 'SCI': 41}
Student 494: {'ENG': 46, 'MATH': 76, 'CP': 85, 'SPORT': 84, 'SCI': 75}
Student 495: {'ENG': 91, 'MATH': 96, 'CP': 44, 'SPORT': 67, 'SCI': 92}
Student 496: {'ENG': 92, 'MATH': 82, 'CP': 70, 'SPORT': 58, 'SCI': 92}
Student 497: {'ENG': 73, 'MATH': 84, 'CP': 58, 'SPORT': 51, 'SCI': 59}
Student 498: {'ENG': 63, 'MATH': 86, 'CP': 98, 'SPORT': 67, 'SCI': 64}
Student 499: {'ENG': 65, 'MATH': 78, 'CP': 51, 'SPORT': 86, 'SCI': 85}
Student 500: {'ENG': 78, 'MATH': 100, 'CP': 81, 'SPORT': 79, 'SCI': 51}
Student 501: {'ENG': 90, 'MATH': 47, 'CP': 55, 'SPORT': 87, 'SCI': 73}
Student 502: {'ENG': 100, 'MATH': 64, 'CP': 53, 'SPORT': 89, 'SCI': 89}
Student 503: {'ENG': 43, 'MATH': 45, 'CP': 51, 'SPORT': 92, 'SCI': 72}
Student 504: {'ENG': 60, 'MATH': 86, 'CP': 42, 'SPORT': 83, 'SCI': 75}
Student 505: {'ENG': 54, 'MATH': 42, 'CP': 56, 'SPORT': 53, 'SCI': 75}
Student 506: {'ENG': 70, 'MATH': 60, 'CP': 62, 'SPORT': 100, 'SCI': 51}
Student 507: {'ENG': 97, 'MATH': 88, 'CP': 81, 'SPORT': 64, 'SCI': 90}
Student 508: {'ENG': 86, 'MATH': 59, 'CP': 47, 'SPORT': 67, 'SCI': 82}
Student 509: {'ENG': 83, 'MATH': 53, 'CP': 81, 'SPORT': 44, 'SCI': 63}
Student 510: {'ENG': 51, 'MATH': 100, 'CP': 64, 'SPORT': 58, 'SCI': 92}
Student 511: {'ENG': 99, 'MATH': 71, 'CP': 74, 'SPORT': 60, 'SCI': 70}
Student 512: {'ENG': 81, 'MATH': 61, 'CP': 42, 'SPORT': 43, 'SCI': 59}
Student 513: {'ENG': 64, 'MATH': 46, 'CP': 58, 'SPORT': 72, 'SCI': 90}
Student 514: {'ENG': 46, 'MATH': 73, 'CP': 80, 'SPORT': 52, 'SCI': 61}
Student 515: {'ENG': 44, 'MATH': 56, 'CP': 87, 'SPORT': 81, 'SCI': 100}
Student 516: {'ENG': 80, 'MATH': 96, 'CP': 95, 'SPORT': 64, 'SCI': 45}
Student 517: {'ENG': 49, 'MATH': 75, 'CP': 98, 'SPORT': 56, 'SCI': 60}
Student 518: {'ENG': 98, 'MATH': 88, 'CP': 87, 'SPORT': 51, 'SCI': 52}
Student 519: {'ENG': 47, 'MATH': 83, 'CP': 66, 'SPORT': 91, 'SCI': 89}
Student 520: {'ENG': 71, 'MATH': 70, 'CP': 51, 'SPORT': 98, 'SCI': 87}
Student 521: {'ENG': 61, 'MATH': 77, 'CP': 95, 'SPORT': 83, 'SCI': 51}
Student 522: {'ENG': 72, 'MATH': 71, 'CP': 44, 'SPORT': 94, 'SCI': 70}
Student 523: {'ENG': 61, 'MATH': 97, 'CP': 57, 'SPORT': 97, 'SCI': 69}
Student 524: {'ENG': 48, 'MATH': 53, 'CP': 76, 'SPORT': 91, 'SCI': 77}
Student 525: {'ENG': 77, 'MATH': 71, 'CP': 59, 'SPORT': 67, 'SCI': 99}
Student 526: {'ENG': 58, 'MATH': 47, 'CP': 90, 'SPORT': 85, 'SCI': 77}
Student 527: {'ENG': 72, 'MATH': 99, 'CP': 45, 'SPORT': 82, 'SCI': 93}
Student 528: {'ENG': 67, 'MATH': 81, 'CP': 72, 'SPORT': 48, 'SCI': 51}
Student 529: {'ENG': 63, 'MATH': 47, 'CP': 76, 'SPORT': 80, 'SCI': 64}
Student 530: {'ENG': 74, 'MATH': 47, 'CP': 62, 'SPORT': 78, 'SCI': 76}
Student 531: {'ENG': 46, 'MATH': 96, 'CP': 77, 'SPORT': 69, 'SCI': 40}
Student 532: {'ENG': 55, 'MATH': 82, 'CP': 42, 'SPORT': 58, 'SCI': 91}
Student 533: {'ENG': 42, 'MATH': 84, 'CP': 73, 'SPORT': 59, 'SCI': 44}
Student 534: {'ENG': 64, 'MATH': 75, 'CP': 44, 'SPORT': 65, 'SCI': 87}
Student 535: {'ENG': 64, 'MATH': 82, 'CP': 51, 'SPORT': 79, 'SCI': 84}
Student 536: {'ENG': 78, 'MATH': 70, 'CP': 47, 'SPORT': 83, 'SCI': 94}
Student 537: {'ENG': 64, 'MATH': 88, 'CP': 70, 'SPORT': 56, 'SCI': 67}
Student 538: {'ENG': 87, 'MATH': 91, 'CP': 56, 'SPORT': 85, 'SCI': 55}
Student 539: {'ENG': 90, 'MATH': 52, 'CP': 59, 'SPORT': 84, 'SCI': 80}
Student 540: {'ENG': 41, 'MATH': 93, 'CP': 91, 'SPORT': 93, 'SCI': 88}
Student 541: {'ENG': 59, 'MATH': 52, 'CP': 75, 'SPORT': 89, 'SCI': 87}
Student 542: {'ENG': 69, 'MATH': 85, 'CP': 86, 'SPORT': 60, 'SCI': 86}
Student 543: {'ENG': 89, 'MATH': 79, 'CP': 70, 'SPORT': 97, 'SCI': 92}
Student 544: {'ENG': 89, 'MATH': 87, 'CP': 43, 'SPORT': 51, 'SCI': 59}
Student 545: {'ENG': 83, 'MATH': 76, 'CP': 73, 'SPORT': 55, 'SCI': 100}
Student 546: {'ENG': 87, 'MATH': 55, 'CP': 83, 'SPORT': 75, 'SCI': 49}
